Codigo de Cliente,Tipo de Transaccion,Codigo de Transaccion,Monto,Fecha de Documento,Libro Mayor,Fecha de Pago
0000507494,RV,0153127627,0.66,2020-11-16,0012101300,
0000507494,RV,0153127637,37.83,2020-11-16,0012101300,
0000507494,RV,0153127647,3.80,2020-11-16,0012101300,
0000507494,RV,0153127657,3.37,2020-11-16,0012101300,
0000507494,RV,0153127667,2.44,2020-11-16,0012101300,
0000507494,RV,0153127677,0.51,2020-11-16,0012101300,
0000507494,RV,0153127687,411.32,2020-11-16,0012101300,2020-12-31
0000507494,RV,0153127697,16.81,2020-11-16,0012101300,
0000507494,RV,0153127707,3.97,2020-11-16,0012101300,
0000507494,RV,0153127717,2131.61,2020-11-16,0012101300,2020-12-31
0000507494,RV,0153127727,2.34,2020-11-16,0012101300,
0000507494,RV,0153127737,2268.46,2020-11-16,0012101300,2020-12-31
0000507494,RV,0153127747,2.21,2020-11-16,0012101300,
0000507494,RV,0153127757,8.77,2020-11-16,0012101300,
0000507494,RV,0153127767,12.42,2020-11-16,0012101300,
0000507494,RV,0153127777,2535.47,2020-11-16,0012101300,2020-12-31
0000507494,RV,0153127787,2.60,2020-11-16,0012101300,2020-12-31
0000507494,RV,0153127797,1.96,2020-11-16,0012101300,
0000507494,RV,0153127807,3.74,2020-11-16,0012101300,
0000507494,RV,0153127817,20755.39,2020-11-16,0012101300,2020-12-31
0000507494,RV,0153127827,0.50,2020-11-16,0012101300,
0000507494,RV,0153127837,24.37,2020-11-16,0012101300,
0000507494,RV,0153127847,0.70,2020-11-16,0012101300,
0000507494,RV,0153127857,30.07,2020-11-16,0012101300,
0000507494,RV,0153127867,1.04,2020-11-16,0012101300,
0000507494,RV,0153127877,37406.99,2020-11-16,0012101300,2020-12-31
0000507494,RV,0153127887,10.22,2020-11-16,0012101300,
0000507494,RV,0153127897,39.68,2020-11-16,0012101300,
0000509282,RV,0153127912,8.72,2020-11-17,0012101300,
0000510878,RV,0153127922,2.12,2020-11-17,0012101300,
0000510878,RV,0153127932,1.09,2020-11-17,0012101300,
0000510878,RV,0153127942,0.02,2020-11-17,0012101300,
0000510878,RV,0153127952,0.01,2020-11-17,0012101300,
0000510878,RV,0153127962,5.74,2020-11-17,0012101300,
0000510878,RV,0153127972,0.03,2020-11-17,0012101300,
0000510878,RV,0153127982,0.25,2020-11-17,0012101300,
0000510878,RV,0153127992,0.01,2020-11-17,0012101300,
0000510878,RV,0153129702,0.72,2020-11-17,0012101300,
0000510878,RV,0153129712,3.48,2020-11-17,0012101300,
0000510878,RV,0153129722,0.05,2020-11-17,0012101300,
0000510878,RV,0153129732,0.01,2020-11-17,0012101300,
0000510878,RV,0153129742,0.04,2020-11-17,0012101300,
0000510878,RV,0153129752,0.05,2020-11-17,0012101300,
0000510878,RV,0153129762,0.02,2020-11-17,0012101300,
0000510878,RV,0153129772,0.73,2020-11-17,0012101300,
0000510878,RV,0153129782,0.51,2020-11-17,0012101300,
0000510878,RV,0153129792,11.25,2020-11-17,0012101300,
0000510878,RV,0153129802,0.41,2020-11-17,0012101300,
0000510878,RV,0153129812,0.44,2020-11-17,0012101300,
0000510878,RV,0153129822,0.11,2020-11-17,0012101300,
0000510878,RV,0153129832,0.40,2020-11-17,0012101300,
0000510878,RV,0153129842,0.02,2020-11-17,0012101300,
0000510878,RV,0153129852,0.04,2020-11-17,0012101300,
0000510878,RV,0153129862,0.11,2020-11-17,0012101300,
0000510878,RV,0153129872,5.86,2020-11-17,0012101300,
0000510878,RV,0153129882,5.38,2020-11-17,0012101300,
0000510878,RV,0153129892,0.41,2020-11-17,0012101300,
0000510878,RV,0153129902,0.10,2020-11-17,0012101300,
0000510878,RV,0153129912,2.26,2020-11-17,0012101300,
0000510878,RV,0153129922,0.02,2020-11-17,0012101300,
0000510878,RV,0153129932,0.17,2020-11-17,0012101300,
0000510878,RV,0153129942,0.30,2020-11-17,0012101300,
0000510878,RV,0153129952,0.00,2020-11-17,0012101300,
0000510878,RV,0153129962,0.11,2020-11-17,0012101300,
0000510878,RV,0153129972,0.03,2020-11-17,0012101300,
0000517248,RV,0153129985,411.50,2020-11-17,0012101300,
0000507494,RV,0153133109,9.59,2020-11-16,0012101300,
0000507494,RV,0153133119,0.37,2020-11-16,0012101300,
0000507494,RV,0153133129,3.13,2020-11-16,0012101300,
0000507494,RV,0153133139,6555.81,2020-11-16,0012101300,2020-12-31
0000507494,RV,0153133149,3078.97,2020-11-16,0012101300,2020-12-31
0000507494,RV,0153133159,1.67,2020-11-16,0012101300,
0000507494,RV,0153133169,17.13,2020-11-16,0012101300,
0000507494,RV,0153133179,27092.88,2020-11-16,0012101300,2020-12-31
0000507494,RV,0153133189,4.25,2020-11-16,0012101300,
0000509282,RV,0153133200,6.13,2020-11-17,0012101300,
0000500248,RV,0153133233,200.76,2020-11-28,0012101300,
0000502397,RV,0153133244,10.47,2020-11-28,0012101300,
0000502769,RV,0153133254,84641.25,2020-11-28,0012100400,
0000504755,RV,0153133271,100691.74,2020-11-28,0012100400,
0000507149,RV,0153133281,10.57,2020-11-28,0012101300,
0000507149,RV,0153133291,4.74,2020-11-28,0012101300,
0000510878,RV,0153133301,141.13,2020-11-17,0012101300,
0000512170,RV,0153133329,12.70,2020-11-17,0012101300,
0000515391,RV,0153133339,94.48,2020-11-17,0012101300,
0000515956,RV,0153133349,63.36,2020-11-17,0012101300,
0000500248,RV,0153133359,14.05,2020-12-10,0012101300,
0000500248,RV,0153133372,2.58,2020-12-10,0012101300,
0000500248,RV,0153133382,6.48,2020-12-10,0012101300,
0000502823,RV,0153133396,140.47,2020-12-10,0012101300,
0000511510,SA,0153176259,3.02,2020-11-17,0012101300,
0000505063,RV,0153178009,107.10,2020-11-18,0012101300,
0000505063,RV,0153178019,9.71,2020-11-18,0012101300,
0000509282,RV,0153178032,1.81,2020-11-18,0012101300,
0000510878,RV,0153178042,0.08,2020-11-18,0012101300,
0000510878,RV,0153178052,4.28,2020-11-18,0012101300,
0000510878,RV,0153178062,4.06,2020-11-18,0012101300,
0000510878,RV,0153178072,0.04,2020-11-18,0012101300,
0000510878,RV,0153178082,1.41,2020-11-18,0012101300,
0000510878,RV,0153178092,0.01,2020-11-18,0012101300,
0000510878,RV,0153181202,0.04,2020-11-18,0012101300,
0000510878,RV,0153181212,2.09,2020-11-18,0012101300,
0000510878,RV,0153181222,0.01,2020-11-18,0012101300,
0000510878,RV,0153181232,0.06,2020-11-18,0012101300,
0000510878,RV,0153181242,3.32,2020-11-18,0012101300,
0000510878,RV,0153181252,0.00,2020-11-18,0012101300,
0000510878,RV,0153181262,0.39,2020-11-18,0012101300,
0000510878,RV,0153181272,0.35,2020-11-18,0012101300,
0000510878,RV,0153181282,0.03,2020-11-18,0012101300,
0000510878,RV,0153181292,0.40,2020-11-18,0012101300,
0000510878,RV,0153181302,0.06,2020-11-18,0012101300,
0000510878,RV,0153181312,0.00,2020-11-18,0012101300,
0000510878,RV,0153181322,0.98,2020-11-18,0012101300,
0000510878,RV,0153181332,0.03,2020-11-18,0012101300,
0000510878,RV,0153181342,0.22,2020-11-18,0012101300,
0000510878,RV,0153181352,0.32,2020-11-18,0012101300,
0000510878,RV,0153181362,0.00,2020-11-18,0012101300,
0000510878,RV,0153181372,0.22,2020-11-18,0012101300,
0000510878,RV,0153181382,0.42,2020-11-18,0012101300,
0000510878,RV,0153181392,4.48,2020-11-18,0012101300,
0000510878,RV,0153181402,0.35,2020-11-18,0012101300,
0000510878,RV,0153181412,0.10,2020-11-18,0012101300,
0000510878,RV,0153181422,1.76,2020-11-18,0012101300,
0000510878,RV,0153181432,0.78,2020-11-18,0012101300,
0000510878,RV,0153181442,0.03,2020-11-18,0012101300,
0000510878,RV,0153181452,0.51,2020-11-18,0012101300,
0000510878,RV,0153181462,41.46,2020-11-18,0012101300,
0000510878,RV,0153181472,7.54,2020-11-18,0012101300,
0000513310,RV,0153181534,2.81,2020-11-18,0012101300,
0000515391,RV,0153181544,18.21,2020-11-18,0012101300,
0000509282,RV,0153181608,0.55,2020-11-18,0012101300,
0000515505,RV,0153181618,33.84,2020-11-18,0012101300,
0000515711,RV,0153210206,96.75,2020-11-19,0012101300,
0000502769,RV,0153210438,218204.48,2020-11-18,0012100400,
0000505063,RV,0153210463,10.86,2020-11-19,0012101300,
0000505063,RV,0153210473,107.98,2020-11-19,0012101300,
0000505063,RV,0153210483,28.13,2020-11-19,0012101300,
0000507418,RV,0153210495,15.98,2020-11-19,0012101300,
0000507418,RV,0153210605,16.69,2020-11-19,0012101300,
0000507418,RV,0153210615,10.34,2020-11-19,0012101300,
0000510878,RV,0153210627,0.31,2020-11-19,0012101300,
0000510878,RV,0153210637,0.38,2020-11-19,0012101300,
0000510878,RV,0153210647,0.16,2020-11-19,0012101300,
0000510878,RV,0153210657,0.08,2020-11-19,0012101300,
0000510878,RV,0153210667,0.28,2020-11-19,0012101300,
0000510878,RV,0153210677,0.36,2020-11-19,0012101300,
0000510878,RV,0153210687,8.60,2020-11-19,0012101300,
0000510878,RV,0153210697,1.45,2020-11-19,0012101300,
0000510878,RV,0153213707,0.92,2020-11-19,0012101300,
0000510878,RV,0153213717,0.00,2020-11-19,0012101300,
0000510878,RV,0153213727,0.00,2020-11-19,0012101300,
0000510878,RV,0153213737,0.00,2020-11-19,0012101300,
0000510878,RV,0153213747,0.17,2020-11-19,0012101300,
0000510878,RV,0153213757,0.30,2020-11-19,0012101300,
0000510878,RV,0153213767,0.34,2020-11-19,0012101300,
0000510878,RV,0153213777,0.72,2020-11-19,0012101300,
0000510878,RV,0153213787,41.10,2020-11-19,0012101300,
0000510878,RV,0153213797,0.14,2020-11-19,0012101300,
0000510878,RV,0153213807,0.24,2020-11-19,0012101300,
0000510878,RV,0153213817,0.43,2020-11-19,0012101300,
0000510878,RV,0153213827,0.68,2020-11-19,0012101300,
0000510878,RV,0153213837,0.01,2020-11-19,0012101300,
0000510878,RV,0153213847,0.02,2020-11-19,0012101300,
0000510878,RV,0153213857,0.06,2020-11-19,0012101300,
0000510878,RV,0153213867,0.04,2020-11-19,0012101300,
0000510878,RV,0153213877,0.31,2020-11-19,0012101300,
0000510878,RV,0153213887,0.21,2020-11-19,0012101300,
0000510878,RV,0153213897,0.00,2020-11-19,0012101300,
0000510878,RV,0153213907,1.23,2020-11-19,0012101300,
0000510878,RV,0153213917,0.04,2020-11-19,0012101300,
0000510878,RV,0153213927,0.05,2020-11-19,0012101300,
0000510878,RV,0153213937,0.01,2020-11-19,0012101300,
0000510878,RV,0153213947,0.03,2020-11-19,0012101300,
0000510878,RV,0153213957,55.68,2020-11-19,0012101300,
0000510878,RV,0153213967,0.16,2020-11-19,0012101300,
0000512170,RV,0153213984,28.61,2020-11-18,0012101300,
0000512170,RV,0153213994,0.73,2020-11-18,0012101300,
0000512170,RV,0153215204,0.73,2020-11-18,0012101300,
0000512170,RV,0153215214,73.75,2020-11-18,0012101300,
0000512170,RV,0153215224,7.74,2020-11-18,0012101300,
0000512170,RV,0153215234,129.03,2020-11-18,0012101300,
0000515391,RV,0153215244,18.18,2020-11-19,0012101300,
0000516775,RV,0153215254,498.29,2020-11-19,0012101300,
0000500248,RV,0153228107,1.29,2020-11-20,0012101300,
0000506593,RV,0153228142,4.20,2020-11-19,0012101300,
0000507149,RV,0153228152,4.68,2020-11-19,0012101300,
0000507418,RV,0153228162,86.59,2020-11-19,0012101300,
0000511605,RV,0153228176,672.50,2020-11-19,0012101300,
0000515918,RV,0153228187,0.77,2020-11-19,0012101300,
0000500248,RV,0153254553,2.22,2020-11-23,0012101300,
0000500248,RV,0153254564,1.72,2020-11-23,0012101300,
0000509282,RV,0153254590,3.17,2020-11-23,0012101300,
0000505554,ZT,0153258533,4362.08,2020-11-01,0012100400,2020-12-16
0000510878,RV,0153258908,1.14,2020-11-20,0012101300,
0000510878,RV,0153258918,1.58,2020-11-20,0012101300,
0000510878,RV,0153258928,21.04,2020-11-20,0012101300,
0000510878,RV,0153258938,1.85,2020-11-20,0012101300,
0000510878,RV,0153258948,2.57,2020-11-20,0012101300,
0000510878,RV,0153258958,0.59,2020-11-20,0012101300,
0000510878,RV,0153258968,0.01,2020-11-20,0012101300,
0000510878,RV,0153258978,0.12,2020-11-20,0012101300,
0000510878,RV,0153258988,0.00,2020-11-20,0012101300,
0000510878,RV,0153258998,0.02,2020-11-20,0012101300,
0000510878,RV,0153259008,0.03,2020-11-20,0012101300,
0000510878,RV,0153259018,1.97,2020-11-20,0012101300,
0000510878,RV,0153259028,0.02,2020-11-20,0012101300,
0000510878,RV,0153259038,0.73,2020-11-20,0012101300,
0000510878,RV,0153259048,0.35,2020-11-20,0012101300,
0000510878,RV,0153259058,0.03,2020-11-20,0012101300,
0000510878,RV,0153259068,0.01,2020-11-20,0012101300,
0000510878,RV,0153259078,0.04,2020-11-20,0012101300,
0000510878,RV,0153259088,1.70,2020-11-20,0012101300,
0000510878,RV,0153259098,0.02,2020-11-20,0012101300,
0000510878,RV,0153259108,0.06,2020-11-20,0012101300,
0000510878,RV,0153259118,0.01,2020-11-20,0012101300,
0000510878,RV,0153259128,3.64,2020-11-20,0012101300,
0000510878,RV,0153259138,4.21,2020-11-20,0012101300,
0000510878,RV,0153259148,0.04,2020-11-20,0012101300,
0000510878,RV,0153259158,2.07,2020-11-20,0012101300,
0000510878,RV,0153259168,1.86,2020-11-20,0012101300,
0000510878,RV,0153259178,1.20,2020-11-20,0012101300,
0000510878,RV,0153259188,0.00,2020-11-20,0012101300,
0000510878,RV,0153259198,0.03,2020-11-20,0012101300,
0000510878,RV,0153259208,53.21,2020-11-20,0012101300,
0000512170,RV,0153259223,57.77,2020-11-19,0012101300,
0000512170,RV,0153259233,26.18,2020-11-19,0012101300,
0000512170,RV,0153259243,23.33,2020-11-19,0012101300,
0000512170,RV,0153259253,0.73,2020-11-19,0012101300,
0000512170,RV,0153259263,0.73,2020-11-19,0012101300,
0000512170,RV,0153259273,16.08,2020-11-19,0012101300,
0000515391,RV,0153259285,18.39,2020-11-20,0012101300,
0000507418,RV,0153263406,2.33,2020-11-20,0012101300,
0000507494,RV,0153263416,0.03,2020-11-19,0012101300,
0000507494,RV,0153263426,0.24,2020-11-19,0012101300,
0000507494,RV,0153263436,6.83,2020-11-19,0012101300,
0000507494,RV,0153263446,3.58,2020-11-19,0012101300,
0000507494,RV,0153263456,205.69,2020-11-19,0012101300,
0000507494,RV,0153263466,15.18,2020-11-19,0012101300,
0000507494,RV,0153263476,7.44,2020-11-19,0012101300,
0000507494,RV,0153263486,0.33,2020-11-19,0012101300,
0000507494,RV,0153263496,6.98,2020-11-19,0012101300,
0000507494,RV,0153263506,1.42,2020-11-19,0012101300,
0000507494,RV,0153263516,30.64,2020-11-19,0012101300,
0000507494,RV,0153263526,15.73,2020-11-19,0012101300,
0000507494,RV,0153263536,4.35,2020-11-19,0012101300,
0000507494,RV,0153263546,0.19,2020-11-19,0012101300,
0000507494,RV,0153263556,3.76,2020-11-19,0012101300,
0000507494,RV,0153263566,66.66,2020-11-19,0012101300,
0000507494,RV,0153263576,3.97,2020-11-19,0012101300,
0000507494,RV,0153263586,1.28,2020-11-19,0012101300,
0000507494,RV,0153263596,41.62,2020-11-19,0012101300,
0000507494,RV,0153263606,3.27,2020-11-19,0012101300,
0000507494,RV,0153263616,59.32,2020-11-19,0012101300,
0000507494,RV,0153263626,5.92,2020-11-19,0012101300,
0000507494,RV,0153263636,1.93,2020-11-19,0012101300,
0000507494,RV,0153263646,1.32,2020-11-19,0012101300,
0000507494,RV,0153263656,66.45,2020-11-19,0012101300,
0000507494,RV,0153263666,21.07,2020-11-19,0012101300,
0000507494,RV,0153263676,1.24,2020-11-19,0012101300,
0000507494,RV,0153263686,3.42,2020-11-19,0012101300,
0000507494,RV,0153263696,0.72,2020-11-19,0012101300,
0000507494,RV,0153263706,4.07,2020-11-19,0012101300,
0000507494,RV,0153263716,0.27,2020-11-19,0012101300,
0000507494,RV,0153263726,0.00,2020-11-19,0012101300,
0000507494,RV,0153263736,41.50,2020-11-19,0012101300,
0000507494,RV,0153263746,0.09,2020-11-19,0012101300,
0000507494,RV,0153263756,0.99,2020-11-19,0012101300,
0000507494,RV,0153263766,2.74,2020-11-19,0012101300,
0000507494,RV,0153263776,2.67,2020-11-19,0012101300,
0000507494,RV,0153263786,66.86,2020-11-19,0012101300,
0000507494,RV,0153263796,11.45,2020-11-19,0012101300,
0000507494,RV,0153263806,24.00,2020-11-19,0012101300,
0000507494,RV,0153263816,6.92,2020-11-19,0012101300,
0000507494,RV,0153263826,1.60,2020-11-19,0012101300,
0000507494,RV,0153263836,0.53,2020-11-19,0012101300,
0000507494,RV,0153263846,1.53,2020-11-19,0012101300,
0000507494,RV,0153263856,0.65,2020-11-19,0012101300,
0000507494,RV,0153263866,1.98,2020-11-19,0012101300,
0000507494,RV,0153263876,0.52,2020-11-19,0012101300,
0000507494,RV,0153263886,9.94,2020-11-19,0012101300,
0000507494,RV,0153263896,12.22,2020-11-19,0012101300,
0000507494,RV,0153263906,0.37,2020-11-19,0012101300,
0000507494,RV,0153263916,36.00,2020-11-19,0012101300,
0000507494,RV,0153263926,5.34,2020-11-19,0012101300,
0000507494,RV,0153263936,6.29,2020-11-19,0012101300,
0000507494,RV,0153263946,15.94,2020-11-19,0012101300,
0000507494,RV,0153263956,2.40,2020-11-19,0012101300,
0000507494,RV,0153263966,12.33,2020-11-19,0012101300,
0000507494,RV,0153263976,0.48,2020-11-19,0012101300,
0000507494,RV,0153263986,25.08,2020-11-19,0012101300,
0000507494,RV,0153263996,1.11,2020-11-19,0012101300,
0000507494,RV,0153264006,0.25,2020-11-19,0012101300,
0000507494,RV,0153264016,17.88,2020-11-19,0012101300,
0000507494,RV,0153264026,0.30,2020-11-19,0012101300,
0000507494,RV,0153264036,0.25,2020-11-19,0012101300,
0000507494,RV,0153264046,1.24,2020-11-19,0012101300,
0000507494,RV,0153264056,0.65,2020-11-19,0012101300,
0000507494,RV,0153264066,2.24,2020-11-19,0012101300,
0000507494,RV,0153264076,8.91,2020-11-19,0012101300,
0000507494,RV,0153264086,58.53,2020-11-19,0012101300,
0000507494,RV,0153264096,6.19,2020-11-19,0012101300,
0000507494,RV,0153264106,1.87,2020-11-19,0012101300,
0000507494,RV,0153264116,3.31,2020-11-19,0012101300,
0000507494,RV,0153264126,68.65,2020-11-19,0012101300,
0000507494,RV,0153264136,10.18,2020-11-19,0012101300,
0000507494,RV,0153264146,7.41,2020-11-19,0012101300,
0000507494,RV,0153264156,1.44,2020-11-19,0012101300,
0000507494,RV,0153264166,4.08,2020-11-19,0012101300,
0000507494,RV,0153264176,25.24,2020-11-19,0012101300,
0000507494,RV,0153264186,1.06,2020-11-19,0012101300,
0000507494,RV,0153264196,3.06,2020-11-19,0012101300,
0000512948,RV,0153264206,0.03,2020-11-20,0012101300,
0000502823,RV,0153264216,160.38,2020-12-27,0012101300,
0000502769,RV,0153264228,26629.79,2020-12-26,0012100400,
0000507149,RV,0153264243,0.42,2020-12-13,0012101300,
0000509282,RV,0153264253,0.61,2020-12-27,0012101300,
0000509282,RV,0153264263,69.17,2020-12-27,0012101300,
0000509282,RV,0153264273,15.42,2020-12-27,0012101300,
0000510878,RV,0153264283,0.01,2020-12-26,0012101300,
0000510878,RV,0153264293,21.73,2020-12-26,0012101300,
0000500248,RV,0153264310,9.46,2020-11-21,0012101300,
0000507149,RV,0153264330,51.22,2020-11-20,0012101300,
0000507494,RV,0153264340,18.61,2020-11-19,0012101300,
0000507494,RV,0153264350,0.12,2020-11-19,0012101300,
0000507494,RV,0153264360,0.82,2020-11-19,0012101300,
0000507494,RV,0153264370,6.16,2020-11-19,0012101300,
0000507494,RV,0153264380,1.14,2020-11-19,0012101300,
0000507494,RV,0153264390,4.52,2020-11-19,0012101300,
0000507494,RV,0153264400,6.39,2020-11-19,0012101300,
0000507494,RV,0153264410,6.76,2020-11-19,0012101300,
0000507494,RV,0153264420,6.02,2020-11-19,0012101300,
0000507494,RV,0153264430,0.25,2020-11-19,0012101300,
0000507494,RV,0153264440,12.25,2020-11-19,0012101300,
0000507494,RV,0153264450,0.54,2020-11-19,0012101300,
0000507494,RV,0153264460,0.12,2020-11-19,0012101300,
0000507494,RV,0153264470,8.73,2020-11-19,0012101300,
0000507494,RV,0153264480,11.72,2020-11-19,0012101300,
0000507494,RV,0153264490,1.59,2020-11-19,0012101300,
0000507494,RV,0153264500,3.03,2020-11-19,0012101300,
0000507494,RV,0153264510,1.11,2020-11-19,0012101300,
0000507494,RV,0153264520,27.73,2020-11-19,0012101300,
0000509282,RV,0153264530,14.76,2020-11-20,0012101300,
0000517220,RV,0153264558,1.49,2020-11-20,0012101300,
0000505063,RV,0153308513,39.05,2020-11-21,0012101300,
0000509282,RV,0153308525,0.57,2020-11-20,0012101300,
0000511113,RV,0153308535,0.15,2020-11-20,0012101300,
0000512170,RV,0153308545,13.09,2020-11-20,0012101300,
0000512170,RV,0153308555,1.75,2020-11-20,0012101300,
0000512170,RV,0153308565,44.37,2020-11-20,0012101300,
0000512170,RV,0153308575,61.55,2020-11-20,0012101300,
0000512170,RV,0153308585,12.81,2020-11-20,0012101300,
0000516775,RV,0153308596,416.73,2020-11-21,0012101300,
0000502401,RV,0153312556,37.56,2020-12-20,0012101300,
0000504587,RV,0153312567,4.22,2020-12-20,0012101300,
0000509282,RV,0153312580,5.28,2020-12-20,0012101300,
0000500248,RV,0153312702,117.18,2020-11-21,0012101300,
0000504755,RV,0153312718,1740071.28,2020-11-21,0012100400,
0000509201,RV,0153312728,692111.98,2020-11-21,0012100400,
0000509282,RV,0153312766,0.47,2020-11-21,0012101300,
0000515391,RV,0153312791,25.71,2020-11-21,0012101300,
0000515956,RV,0153312801,42.88,2020-11-21,0012101300,
0000510878,RV,0153317096,3.79,2020-11-30,0012101300,
0000512170,RV,0153343903,52.97,2020-11-21,0012101300,
0000512170,RV,0153343913,40.21,2020-11-21,0012101300,
0000512170,RV,0153343923,17.02,2020-11-21,0012101300,
0000512170,RV,0153343933,77.01,2020-11-21,0012101300,
0000500248,RV,0153343943,61.75,2020-12-29,0012101300,
0000502823,RV,0153343953,128.88,2020-12-29,0012101300,
0000509282,RV,0153343964,0.95,2020-12-29,0012101300,
0000507418,RV,0153344000,61.37,2020-11-22,0012101300,
0000507149,RV,0153344104,15.21,2020-11-22,0012101300,
0000507418,RV,0153344114,0.51,2020-11-22,0012101300,
0000510878,RV,0153344124,5.74,2020-11-22,0012101300,
0000515505,RV,0153344134,33.84,2020-11-22,0012101300,
0000515391,RV,0153344144,78.46,2020-11-22,0012101300,
0000516850,RV,0153344171,51.24,2020-11-22,0012101300,
0000505063,RV,0153344181,51.26,2020-12-04,0012101300,
0000507494,RV,0153344191,11.57,2020-12-04,0012101300,
0000510878,RV,0153368801,0.16,2020-11-22,0012101300,
0000510878,RV,0153368811,2.22,2020-11-22,0012101300,
0000510878,RV,0153368821,0.38,2020-11-22,0012101300,
0000510878,RV,0153368831,0.31,2020-11-22,0012101300,
0000510878,RV,0153368841,0.01,2020-11-22,0012101300,
0000510878,RV,0153368851,0.18,2020-11-22,0012101300,
0000510878,RV,0153368861,0.03,2020-11-22,0012101300,
0000510878,RV,0153368871,0.20,2020-11-22,0012101300,
0000510878,RV,0153368881,0.01,2020-11-22,0012101300,
0000510878,RV,0153368891,0.00,2020-11-22,0012101300,
0000510878,RV,0153368901,0.47,2020-11-22,0012101300,
0000510878,RV,0153368911,12.77,2020-11-22,0012101300,
0000510878,RV,0153368921,0.28,2020-11-22,0012101300,
0000510878,RV,0153368931,0.01,2020-11-22,0012101300,
0000510878,RV,0153368941,0.03,2020-11-22,0012101300,
0000510878,RV,0153368951,0.00,2020-11-22,0012101300,
0000510878,RV,0153368961,2.87,2020-11-22,0012101300,
0000510878,RV,0153368971,0.02,2020-11-22,0012101300,
0000510878,RV,0153368981,0.01,2020-11-22,0012101300,
0000510878,RV,0153368991,1.11,2020-11-22,0012101300,
0000510878,RV,0153369001,0.85,2020-11-22,0012101300,
0000510878,RV,0153369011,2.92,2020-11-22,0012101300,
0000510878,RV,0153369021,0.35,2020-11-22,0012101300,
0000510878,RV,0153369031,0.01,2020-11-22,0012101300,
0000510878,RV,0153369041,0.49,2020-11-22,0012101300,
0000510878,RV,0153369051,0.37,2020-11-22,0012101300,
0000510878,RV,0153369061,0.01,2020-11-22,0012101300,
0000510878,RV,0153369071,0.06,2020-11-22,0012101300,
0000510878,RV,0153369081,116.98,2020-11-22,0012101300,
0000510878,RV,0153369091,0.03,2020-11-22,0012101300,
0000510878,RV,0153369101,0.07,2020-11-22,0012101300,
0000510878,RV,0153369111,0.00,2020-11-22,0012101300,
0000510878,RV,0153369121,0.01,2020-11-22,0012101300,
0000510878,RV,0153369131,0.02,2020-11-22,0012101300,
0000510878,RV,0153369141,0.02,2020-11-22,0012101300,
0000510878,RV,0153369151,0.00,2020-11-22,0012101300,
0000511718,RV,0153369161,75.55,2020-11-23,0012101300,
0000512170,RV,0153369171,39.27,2020-11-22,0012101300,
0000512170,RV,0153369181,0.73,2020-11-22,0012101300,
0000512170,RV,0153369191,46.66,2020-11-22,0012101300,
0000512170,RV,0153369201,15.78,2020-11-22,0012101300,
0000513265,RV,0153369211,7.97,2020-11-23,0012101300,
0000515956,RV,0153369221,158.52,2020-11-22,0012101300,
0000505063,RV,0153378107,97.02,2020-12-01,0012101300,
0000510878,RV,0153378117,0.12,2020-11-30,0012101300,
0000510878,RV,0153378127,0.00,2020-11-30,0012101300,
0000510878,RV,0153378137,8.60,2020-11-30,0012101300,
0000510878,RV,0153378147,2.28,2020-11-30,0012101300,
0000510878,RV,0153378157,0.52,2020-11-30,0012101300,
0000510878,RV,0153378167,0.44,2020-11-30,0012101300,
0000510878,RV,0153378177,2.34,2020-11-30,0012101300,
0000510878,RV,0153378187,0.02,2020-11-30,0012101300,
0000510878,RV,0153378197,0.00,2020-11-30,0012101300,
0000507149,RV,0153378406,27.52,2020-11-23,0012101300,
0000507418,RV,0153378416,3.90,2020-11-23,0012101300,
0000507418,RV,0153378426,21.35,2020-11-23,0012101300,
0000507418,RV,0153378436,90.27,2020-11-23,0012101300,
0000511113,RV,0153378461,2.55,2020-11-12,0012101300,
0000515505,RV,0153378471,84.47,2020-11-23,0012101300,
0000515956,RV,0153378481,85.26,2020-11-23,0012101300,
0000516936,RV,0153378495,89.58,2020-11-23,0012101300,
0000500248,RV,0153410905,40.48,2020-11-24,0012101300,
0000504755,RV,0153410920,1242495.01,2020-11-23,0012100400,
0000505063,RV,0153410930,117.44,2020-11-24,0012101300,
0000505063,RV,0153410940,78.71,2020-11-24,0012101300,
0000509282,RV,0153410951,90.57,2020-11-23,0012101300,
0000510878,RV,0153410961,0.33,2020-11-23,0012101300,
0000510878,RV,0153410971,1.36,2020-11-23,0012101300,
0000510878,RV,0153410981,0.06,2020-11-23,0012101300,
0000510878,RV,0153410991,0.04,2020-11-23,0012101300,
0000510878,RV,0153415301,0.01,2020-11-23,0012101300,
0000510878,RV,0153415311,0.00,2020-11-23,0012101300,
0000510878,RV,0153415321,10.53,2020-11-23,0012101300,
0000510878,RV,0153415331,0.22,2020-11-23,0012101300,
0000510878,RV,0153415341,0.03,2020-11-23,0012101300,
0000510878,RV,0153415351,0.04,2020-11-23,0012101300,
0000510878,RV,0153415361,0.08,2020-11-23,0012101300,
0000510878,RV,0153415371,0.01,2020-11-23,0012101300,
0000510878,RV,0153415381,0.42,2020-11-23,0012101300,
0000510878,RV,0153415391,0.05,2020-11-23,0012101300,
0000510878,RV,0153415401,0.51,2020-11-23,0012101300,
0000510878,RV,0153415411,0.02,2020-11-23,0012101300,
0000510878,RV,0153415421,0.05,2020-11-23,0012101300,
