JENumber,FechaEfectiva,Mes,CuentaContable,Monto,Usuario,FechaEntrada
4900061328,20200429,04,0023000100,-577.58,PR_EDPEREZ,20200430
4900061328,20200429,04,0061700010,577.58,PR_EDPEREZ,20200430
4900061329,20200429,04,0021010000,2650,PR_EDPEREZ,20200430
4900061329,20200429,04,0071100100,-2650,PR_EDPEREZ,20200430
4900061329,20200429,04,0025010000,-501.16,PR_EDPEREZ,20200430
4900061329,20200429,04,0061500100,501.16,PR_EDPEREZ,20200430
4900061329,20200429,04,0023000100,-1403.06,PR_EDPEREZ,20200430
4900061329,20200429,04,0061700010,1403.06,PR_EDPEREZ,20200430
4900061330,20200429,04,0021010000,530.2,PR_EDPEREZ,20200430
4900061330,20200429,04,0071100100,-530.2,PR_EDPEREZ,20200430
4900061330,20200429,04,0025010000,-100.14,PR_EDPEREZ,20200430
4900061330,20200429,04,0061500100,100.14,PR_EDPEREZ,20200430
4900061330,20200429,04,0023000100,-280.72,PR_EDPEREZ,20200430
4900061330,20200429,04,0061700010,280.72,PR_EDPEREZ,20200430
4900061331,20200429,04,0021010000,1805,PR_EDPEREZ,20200430
4900061331,20200429,04,0071100100,-1805,PR_EDPEREZ,20200430
4900061331,20200429,04,0025010000,-168.91,PR_EDPEREZ,20200430
4900061331,20200429,04,0061500100,168.91,PR_EDPEREZ,20200430
4900061331,20200429,04,0025010000,-171.67,PR_EDPEREZ,20200430
4900061331,20200429,04,0061500100,171.67,PR_EDPEREZ,20200430
4900061331,20200429,04,0023000100,-955.67,PR_EDPEREZ,20200430
4900061331,20200429,04,0061700010,955.67,PR_EDPEREZ,20200430
4900061332,20200429,04,0021010000,-14455.53,PR_EDPEREZ,20200430
4900061332,20200429,04,0069400100,14455.53,PR_EDPEREZ,20200430
4900061332,20200429,04,0021010000,-30207.6,PR_EDPEREZ,20200430
4900061332,20200429,04,0069400100,30207.6,PR_EDPEREZ,20200430
4900061332,20200429,04,0021010000,-14161.23,PR_EDPEREZ,20200430
4900061332,20200429,04,0069400100,14161.23,PR_EDPEREZ,20200430
4900061332,20200429,04,0021010000,-10249.47,PR_EDPEREZ,20200430
4900061332,20200429,04,0069400100,10249.47,PR_EDPEREZ,20200430
4900061332,20200429,04,0021010000,-17404.94,PR_EDPEREZ,20200430
4900061332,20200429,04,0069400100,17404.94,PR_EDPEREZ,20200430
4900061332,20200429,04,0021010000,-988.72,PR_EDPEREZ,20200430
4900061332,20200429,04,0069400100,988.72,PR_EDPEREZ,20200430
4900061332,20200429,04,0021010000,-4428.72,PR_EDPEREZ,20200430
4900061332,20200429,04,0069400100,4428.72,PR_EDPEREZ,20200430
4900061332,20200429,04,0021010000,-5333.94,PR_EDPEREZ,20200430
4900061332,20200429,04,0069400100,5333.94,PR_EDPEREZ,20200430
4900061332,20200429,04,0021010000,-2978.55,PR_EDPEREZ,20200430
4900061332,20200429,04,0069400100,2978.55,PR_EDPEREZ,20200430
4900061332,20200429,04,0023000100,-160.29,PR_EDPEREZ,20200430
4900061332,20200429,04,0069400100,160.29,PR_EDPEREZ,20200430
4900061332,20200429,04,0023000100,-180.45,PR_EDPEREZ,20200430
4900061332,20200429,04,0069400100,180.45,PR_EDPEREZ,20200430
4900061332,20200429,04,0023000100,-1269.43,PR_EDPEREZ,20200430
4900061332,20200429,04,0069400100,1269.43,PR_EDPEREZ,20200430
4900061332,20200429,04,0021010000,-1805,PR_EDPEREZ,20200430
4900061332,20200429,04,0069400100,1805,PR_EDPEREZ,20200430
4900061333,20200429,04,0021010000,-6432.66,PR_EDPEREZ,20200430
4900061333,20200429,04,0069400100,6432.66,PR_EDPEREZ,20200430
4900061333,20200429,04,0021010000,-9617.92,PR_EDPEREZ,20200430
4900061333,20200429,04,0069400100,9617.92,PR_EDPEREZ,20200430
4900061333,20200429,04,0021010000,-598.23,PR_EDPEREZ,20200430
4900061333,20200429,04,0069400100,598.23,PR_EDPEREZ,20200430
4900061333,20200429,04,0021010000,-1595.3,PR_EDPEREZ,20200430
4900061333,20200429,04,0069400100,1595.3,PR_EDPEREZ,20200430
4900061333,20200429,04,0021010000,-2650,PR_EDPEREZ,20200430
4900061333,20200429,04,0069400100,2650,PR_EDPEREZ,20200430
4900061333,20200429,04,0021010000,-530.2,PR_EDPEREZ,20200430
4900061333,20200429,04,0069400100,530.2,PR_EDPEREZ,20200430
4900061334,20200430,04,0021010000,-3041.28,PR_EDPEREZ,20200430
4900061334,20200430,04,0069400100,3041.28,PR_EDPEREZ,20200430
4900061335,20200430,04,0021010000,-3801.6,PR_EDPEREZ,20200430
4900061335,20200430,04,0069400100,3801.6,PR_EDPEREZ,20200430
4900061336,20200430,04,0021010000,-3041.28,PR_EDPEREZ,20200430
4900061336,20200430,04,0069400100,3041.28,PR_EDPEREZ,20200430
4900061337,20200430,04,0021010000,-2989.44,PR_EDPEREZ,20200430
4900061337,20200430,04,0069200100,2989.44,PR_EDPEREZ,20200430
4900061338,20200430,04,0025010000,-164.1,PR_EDPEREZ,20200430
4900061338,20200430,04,0069100100,164.1,PR_EDPEREZ,20200430
4900061339,20200430,04,0025010000,-32.3,PR_EDPEREZ,20200502
4900061339,20200430,04,0061500100,32.3,PR_EDPEREZ,20200502
4900061340,20200430,04,0025010000,-63.51,PR_EDPEREZ,20200502
4900061340,20200430,04,0061500100,63.51,PR_EDPEREZ,20200502
4900061341,20200430,04,0025010000,-32.4,PR_EDPEREZ,20200502
4900061341,20200430,04,0061500100,32.4,PR_EDPEREZ,20200502
4900061342,20200430,04,0025010000,-26.45,PR_EDPEREZ,20200502
4900061342,20200430,04,0061500100,26.45,PR_EDPEREZ,20200502
4900061342,20200430,04,0025010000,-28.83,PR_EDPEREZ,20200502
4900061342,20200430,04,0061500100,28.83,PR_EDPEREZ,20200502
4900061343,20200430,04,0026010000,-160.33,PR_APERPAB,20200502
4900061343,20200430,04,0061600102,160.33,PR_APERPAB,20200502
4900061343,20200430,04,0026010000,-170.25,PR_APERPAB,20200502
4900061343,20200430,04,0061600102,170.25,PR_APERPAB,20200502
4900061343,20200430,04,0026010000,-873.19,PR_APERPAB,20200502
4900061343,20200430,04,0061600102,873.19,PR_APERPAB,20200502
4900061343,20200430,04,0026010000,-612.67,PR_APERPAB,20200502
4900061343,20200430,04,0061600102,612.67,PR_APERPAB,20200502
4900061343,20200430,04,0026010000,-262.64,PR_APERPAB,20200502
4900061343,20200430,04,0061600102,262.64,PR_APERPAB,20200502
4900061343,20200430,04,0026010000,-26.88,PR_APERPAB,20200502
4900061343,20200430,04,0061600102,26.88,PR_APERPAB,20200502
4900061343,20200430,04,0026010000,-46.21,PR_APERPAB,20200502
4900061343,20200430,04,0061600102,46.21,PR_APERPAB,20200502
4900061343,20200430,04,0026010000,-183.34,PR_APERPAB,20200502
4900061343,20200430,04,0061600102,183.34,PR_APERPAB,20200502
4900061343,20200430,04,0026010000,-674.83,PR_APERPAB,20200502
4900061343,20200430,04,0061600102,674.83,PR_APERPAB,20200502
4900061343,20200430,04,0026010000,-14.36,PR_APERPAB,20200502
4900061343,20200430,04,0061600102,14.36,PR_APERPAB,20200502
4900061343,20200430,04,0026010000,-173.09,PR_APERPAB,20200502
4900061343,20200430,04,0061600102,173.09,PR_APERPAB,20200502
4900061343,20200430,04,0026010000,-653.78,PR_APERPAB,20200502
4900061343,20200430,04,0061600102,653.78,PR_APERPAB,20200502
4900061344,20200430,04,0025010000,-128.09,PR_APERPAB,20200502
4900061344,20200430,04,0065500102,128.09,PR_APERPAB,20200502
4900061344,20200430,04,0025010000,-607.92,PR_APERPAB,20200502
4900061344,20200430,04,0065500102,607.92,PR_APERPAB,20200502
4900061344,20200430,04,0025010000,-126.36,PR_APERPAB,20200502
4900061344,20200430,04,0065500102,126.36,PR_APERPAB,20200502
4900061344,20200430,04,0025010000,-129.06,PR_APERPAB,20200502
4900061344,20200430,04,0065500102,129.06,PR_APERPAB,20200502
4900061344,20200430,04,0025010000,-155.9,PR_APERPAB,20200502
4900061344,20200430,04,0065500102,155.9,PR_APERPAB,20200502
4900061345,20200430,04,0024010000,3431.82,PR_APERPAB,20200502
4900061345,20200430,04,0065500102,-3431.82,PR_APERPAB,20200502
4900061345,20200430,04,0024010000,989.46,PR_APERPAB,20200502
4900061345,20200430,04,0065500102,-989.46,PR_APERPAB,20200502
4900061345,20200430,04,0025010000,44.44,PR_APERPAB,20200502
4900061345,20200430,04,0065500102,-44.44,PR_APERPAB,20200502
4900061345,20200430,04,0025010000,623.44,PR_APERPAB,20200502
4900061345,20200430,04,0065500102,-623.44,PR_APERPAB,20200502
4900061345,20200430,04,0025010000,95.62,PR_APERPAB,20200502
4900061345,20200430,04,0065500102,-95.62,PR_APERPAB,20200502
4900061345,20200430,04,0025010000,1265.04,PR_APERPAB,20200502
4900061345,20200430,04,0065500102,-1265.04,PR_APERPAB,20200502
4900061345,20200430,04,0025010000,115.84,PR_APERPAB,20200502
4900061345,20200430,04,0065500102,-115.84,PR_APERPAB,20200502
4900061346,20200504,05,0026010000,-195.08,PR_ALMACENPI,20200504
4900061346,20200504,05,0061600101,195.08,PR_ALMACENPI,20200504
4900061347,20200505,05,0026010000,-88.64,PR_ALMACENPI,20200505
4900061347,20200505,05,0061600101,88.64,PR_ALMACENPI,20200505
4900061347,20200505,05,0026010000,-131.98,PR_ALMACENPI,20200505
4900061347,20200505,05,0061600101,131.98,PR_ALMACENPI,20200505
4900061348,20200505,05,0026010000,-145.6,PR_ALMACENPI,20200505
4900061348,20200505,05,0061600101,145.6,PR_ALMACENPI,20200505
4900061349,20200505,05,0026010000,-160.89,PR_ALMACENPI,20200505
4900061349,20200505,05,0061600101,160.89,PR_ALMACENPI,20200505
4900061350,20200505,05,0026010000,-200.7,PR_ALMACENPI,20200505
4900061350,20200505,05,0061600101,200.7,PR_ALMACENPI,20200505
4900061351,20200508,05,0026010000,-170.5,PR_ALMACENPI,20200508
4900061351,20200508,05,0061600101,170.5,PR_ALMACENPI,20200508
4900061352,20200508,05,0026010000,-65.99,PR_ALMACENPI,20200508
4900061352,20200508,05,0061600101,65.99,PR_ALMACENPI,20200508
4900061353,20200508,05,0026010000,-38.46,PR_ALMACENPI,20200508
4900061353,20200508,05,0061600101,38.46,PR_ALMACENPI,20200508
4900061354,20200508,05,0026010000,-65.68,PR_ALMACENPI,20200508
4900061354,20200508,05,0061600101,65.68,PR_ALMACENPI,20200508
4900061354,20200508,05,0026010000,-44.83,PR_ALMACENPI,20200508
4900061354,20200508,05,0061600101,44.83,PR_ALMACENPI,20200508
4900061354,20200508,05,0026010000,-61.11,PR_ALMACENPI,20200508
4900061354,20200508,05,0061600101,61.11,PR_ALMACENPI,20200508
4900061355,20200509,05,0026010000,-218.3,PR_ALMACENPI,20200509
4900061355,20200509,05,0061600101,218.3,PR_ALMACENPI,20200509
4900061356,20200508,05,0021010000,25146.63,PR_EDPEREZ,20200509
4900061356,20200508,05,0071100100,-25146.63,PR_EDPEREZ,20200509
4900061356,20200508,05,0024010000,-17464.65,PR_EDPEREZ,20200509
4900061356,20200508,05,0061400100,17464.65,PR_EDPEREZ,20200509
4900061356,20200508,05,0025010000,-661.45,PR_EDPEREZ,20200509
4900061356,20200508,05,0061500100,661.45,PR_EDPEREZ,20200509
4900061357,20200508,05,0021010000,19148.3,PR_EDPEREZ,20200509
4900061357,20200508,05,0071100100,-19148.3,PR_EDPEREZ,20200509
4900061357,20200508,05,0024010000,-11999.38,PR_EDPEREZ,20200509
4900061357,20200508,05,0061400100,11999.38,PR_EDPEREZ,20200509
4900061357,20200508,05,0025010000,-453.41,PR_EDPEREZ,20200509
4900061357,20200508,05,0061500100,453.41,PR_EDPEREZ,20200509
4900061358,20200508,05,0021010000,5075.1,PR_EDPEREZ,20200509
4900061358,20200508,05,0071100100,-5075.1,PR_EDPEREZ,20200509
4900061358,20200508,05,0024010000,-3533.54,PR_EDPEREZ,20200509
4900061358,20200508,05,0061400100,3533.54,PR_EDPEREZ,20200509
4900061358,20200508,05,0025010000,-133.6,PR_EDPEREZ,20200509
4900061358,20200508,05,0061500100,133.6,PR_EDPEREZ,20200509
4900061359,20200508,05,0021010000,29507.13,PR_EDPEREZ,20200509
4900061359,20200508,05,0071100100,-29507.13,PR_EDPEREZ,20200509
4900061359,20200508,05,0024010000,-20492.78,PR_EDPEREZ,20200509
4900061359,20200508,05,0061400100,20492.78,PR_EDPEREZ,20200509
4900061360,20200508,05,0021010000,17452.03,PR_EDPEREZ,20200509
4900061360,20200508,05,0071100100,-17452.03,PR_EDPEREZ,20200509
4900061360,20200508,05,0024010000,-11224.95,PR_EDPEREZ,20200509
4900061360,20200508,05,0061400100,11224.95,PR_EDPEREZ,20200509
4900061360,20200508,05,0025010000,-540.2,PR_EDPEREZ,20200509
4900061360,20200508,05,0061500100,540.2,PR_EDPEREZ,20200509
4900061361,20200508,05,0021010000,32090.22,PR_EDPEREZ,20200509
4900061361,20200508,05,0071100100,-32090.22,PR_EDPEREZ,20200509
4900061361,20200508,05,0024010000,-20640.7,PR_EDPEREZ,20200509
4900061361,20200508,05,0061400100,20640.7,PR_EDPEREZ,20200509
4900061362,20200508,05,0021010000,13948.02,PR_EDPEREZ,20200509
4900061362,20200508,05,0071100100,-13948.02,PR_EDPEREZ,20200509
4900061362,20200508,05,0024010000,-8485.42,PR_EDPEREZ,20200509
4900061362,20200508,05,0061400100,8485.42,PR_EDPEREZ,20200509
4900061362,20200508,05,0025010000,-442.78,PR_EDPEREZ,20200509
4900061362,20200508,05,0061500100,442.78,PR_EDPEREZ,20200509
4900061363,20200508,05,0021010000,2627.64,PR_EDPEREZ,20200509
4900061363,20200508,05,0071100100,-2627.64,PR_EDPEREZ,20200509
4900061363,20200508,05,0024010000,-1593.83,PR_EDPEREZ,20200509
4900061363,20200508,05,0061400100,1593.83,PR_EDPEREZ,20200509
4900061363,20200508,05,0025010000,-83.42,PR_EDPEREZ,20200509
4900061363,20200508,05,0061500100,83.42,PR_EDPEREZ,20200509
4900061364,20200508,05,0023000100,5734.55,PR_EDPEREZ,20200509
4900061364,20200508,05,0071300100,-5734.6,PR_EDPEREZ,20200509
4900061364,20200508,05,0069208100,0.05,PR_EDPEREZ,20200509
4900061364,20200508,05,0024010000,-2430.62,PR_EDPEREZ,20200509
4900061364,20200508,05,0061400100,2430.62,PR_EDPEREZ,20200509
4900061365,20200508,05,0023000100,4459.9,PR_EDPEREZ,20200509
4900061365,20200508,05,0071300100,-4461.53,PR_EDPEREZ,20200509
4900061365,20200508,05,0069208100,1.63,PR_EDPEREZ,20200509
4900061365,20200508,05,0024010000,-2654.69,PR_EDPEREZ,20200509
4900061365,20200508,05,0061400100,2654.69,PR_EDPEREZ,20200509
4900061366,20200508,05,0021010000,15405.93,PR_EDPEREZ,20200509
4900061366,20200508,05,0071100100,-15405.93,PR_EDPEREZ,20200509
4900061366,20200508,05,0024010000,-8811,PR_EDPEREZ,20200509
4900061366,20200508,05,0061400100,8811,PR_EDPEREZ,20200509
4900061367,20200509,05,0021010000,-3041.28,PR_EDPEREZ,20200509
4900061367,20200509,05,0069400100,3041.28,PR_EDPEREZ,20200509
4900061368,20200509,05,0021010000,-3041.28,PR_EDPEREZ,20200509
4900061368,20200509,05,0069400100,3041.28,PR_EDPEREZ,20200509
4900061369,20200509,05,0021010000,-3041.28,PR_EDPEREZ,20200509
4900061369,20200509,05,0069400100,3041.28,PR_EDPEREZ,20200509
4900061370,20200509,05,0021010000,-3041.28,PR_EDPEREZ,20200509
4900061370,20200509,05,0069400100,3041.28,PR_EDPEREZ,20200509
4900061371,20200509,05,0021010000,-3041.28,PR_EDPEREZ,20200509
4900061371,20200509,05,0069400100,3041.28,PR_EDPEREZ,20200509
4900061372,20200509,05,0021010000,-3801.6,PR_EDPEREZ,20200509
4900061372,20200509,05,0069400100,3801.6,PR_EDPEREZ,20200509
4900061373,20200509,05,0021010000,-3801.6,PR_EDPEREZ,20200509
4900061373,20200509,05,0069400100,3801.6,PR_EDPEREZ,20200509
4900061374,20200509,05,0021010000,-3456,PR_EDPEREZ,20200509
4900061374,20200509,05,0069400100,3456,PR_EDPEREZ,20200509
4900061375,20200509,05,0021010000,-3801.6,PR_EDPEREZ,20200509
4900061375,20200509,05,0069400100,3801.6,PR_EDPEREZ,20200509
4900061376,20200509,05,0021010000,-10.8,PR_EDPEREZ,20200509
4900061376,20200509,05,0069200100,10.8,PR_EDPEREZ,20200509
4900061377,20200509,05,0021010000,-21.6,PR_EDPEREZ,20200509
4900061377,20200509,05,0069200100,21.6,PR_EDPEREZ,20200509
4900061378,20200509,05,0021010000,-3736.8,PR_EDPEREZ,20200509
4900061378,20200509,05,0069200100,3736.8,PR_EDPEREZ,20200509
4900061379,20200509,05,0021010000,-17.28,PR_EDPEREZ,20200509
4900061379,20200509,05,0069200100,17.28,PR_EDPEREZ,20200509
4900061380,20200509,05,0021010000,-2833.92,PR_EDPEREZ,20200509
4900061380,20200509,05,0069200100,2833.92,PR_EDPEREZ,20200509
4900061381,20200509,05,0021010000,-2661.12,PR_EDPEREZ,20200509
4900061381,20200509,05,0069200100,2661.12,PR_EDPEREZ,20200509
4900061382,20200509,05,0021010000,-3024,PR_EDPEREZ,20200509
4900061382,20200509,05,0069200100,3024,PR_EDPEREZ,20200509
4900061383,20200509,05,0021010000,-2246.4,PR_EDPEREZ,20200509
4900061383,20200509,05,0069200100,2246.4,PR_EDPEREZ,20200509
4900061384,20200509,05,0025010000,-328.19,PR_EDPEREZ,20200509
4900061384,20200509,05,0069100100,328.19,PR_EDPEREZ,20200509
4900061385,20200509,05,0025010000,-229.74,PR_EDPEREZ,20200509
4900061385,20200509,05,0069100100,229.74,PR_EDPEREZ,20200509
4900061386,20200509,05,0025010000,-164.1,PR_EDPEREZ,20200509
4900061386,20200509,05,0069100100,164.1,PR_EDPEREZ,20200509
4900061387,20200506,05,0021010000,1605.7,PR_EDPEREZ,20200509
4900061387,20200506,05,0071100100,-1605.7,PR_EDPEREZ,20200509
4900061387,20200506,05,0025010000,-302.23,PR_EDPEREZ,20200509
4900061387,20200506,05,0061500100,302.23,PR_EDPEREZ,20200509
4900061387,20200506,05,0023000100,-853.74,PR_EDPEREZ,20200509
4900061387,20200506,05,0061700010,853.74,PR_EDPEREZ,20200509
4900061388,20200506,05,0021010000,3000,PR_EDPEREZ,20200509
4900061388,20200506,05,0071100100,-3000,PR_EDPEREZ,20200509
4900061388,20200506,05,0025010000,-567.35,PR_EDPEREZ,20200509
4900061388,20200506,05,0061500100,567.35,PR_EDPEREZ,20200509
4900061388,20200506,05,0023000100,-1595.09,PR_EDPEREZ,20200509
4900061388,20200506,05,0061700010,1595.09,PR_EDPEREZ,20200509
4900061389,20200506,05,0021010000,802.5,PR_EDPEREZ,20200509
4900061389,20200506,05,0071100100,-802.5,PR_EDPEREZ,20200509
4900061389,20200506,05,0025010000,-151.58,PR_EDPEREZ,20200509
4900061389,20200506,05,0061500100,151.58,PR_EDPEREZ,20200509
4900061389,20200506,05,0023000100,-426.69,PR_EDPEREZ,20200509
4900061389,20200506,05,0061700010,426.69,PR_EDPEREZ,20200509
4900061390,20200506,05,0021010000,1584.1,PR_EDPEREZ,20200509
4900061390,20200506,05,0071100100,-1584.1,PR_EDPEREZ,20200509
4900061390,20200506,05,0025010000,-299.05,PR_EDPEREZ,20200509
4900061390,20200506,05,0061500100,299.05,PR_EDPEREZ,20200509
4900061390,20200506,05,0023000100,-157.12,PR_EDPEREZ,20200509
4900061390,20200506,05,0061700010,157.12,PR_EDPEREZ,20200509
4900061390,20200506,05,0023000100,-36.05,PR_EDPEREZ,20200509
4900061390,20200506,05,0061700010,36.05,PR_EDPEREZ,20200509
4900061390,20200506,05,0023000100,-150.47,PR_EDPEREZ,20200509
4900061390,20200506,05,0061700010,150.47,PR_EDPEREZ,20200509
4900061390,20200506,05,0023000100,-357.25,PR_EDPEREZ,20200509
4900061390,20200506,05,0061700010,357.25,PR_EDPEREZ,20200509
4900061390,20200506,05,0023000100,-141.38,PR_EDPEREZ,20200509
4900061390,20200506,05,0061700010,141.38,PR_EDPEREZ,20200509
4900061391,20200506,05,0021010000,720.48,PR_EDPEREZ,20200509
4900061391,20200506,05,0071100100,-720.48,PR_EDPEREZ,20200509
4900061391,20200506,05,0025010000,-180.1,PR_EDPEREZ,20200509
4900061391,20200506,05,0061500100,180.1,PR_EDPEREZ,20200509
4900061391,20200506,05,0023000100,-324.1,PR_EDPEREZ,20200509
4900061391,20200506,05,0061700010,324.1,PR_EDPEREZ,20200509
4900061392,20200506,05,0021010000,3393.91,PR_EDPEREZ,20200509
4900061392,20200506,05,0071100100,-3393.91,PR_EDPEREZ,20200509
4900061392,20200506,05,0025010000,-824.89,PR_EDPEREZ,20200509
4900061392,20200506,05,0061500100,824.89,PR_EDPEREZ,20200509
4900061392,20200506,05,0023000100,-402.21,PR_EDPEREZ,20200509
4900061392,20200506,05,0061700010,402.21,PR_EDPEREZ,20200509
4900061392,20200506,05,0023000100,-1007.05,PR_EDPEREZ,20200509
4900061392,20200506,05,0061700010,1007.05,PR_EDPEREZ,20200509
4900061393,20200506,05,0021010000,1368,PR_EDPEREZ,20200509
4900061393,20200506,05,0071100100,-1368,PR_EDPEREZ,20200509
4900061393,20200506,05,0025010000,-338.62,PR_EDPEREZ,20200509
4900061393,20200506,05,0061500100,338.62,PR_EDPEREZ,20200509
4900061393,20200506,05,0023000100,-615.37,PR_EDPEREZ,20200509
4900061393,20200506,05,0061700010,615.37,PR_EDPEREZ,20200509
4900061394,20200506,05,0021010000,-13044.24,PR_EDPEREZ,20200509
4900061394,20200506,05,0069400100,13044.24,PR_EDPEREZ,20200509
4900061394,20200506,05,0021010000,-33341.85,PR_EDPEREZ,20200509
4900061394,20200506,05,0069400100,33341.85,PR_EDPEREZ,20200509
4900061394,20200506,05,0021010000,-8021.28,PR_EDPEREZ,20200509
4900061394,20200506,05,0069400100,8021.28,PR_EDPEREZ,20200509
4900061394,20200506,05,0021010000,-15556.19,PR_EDPEREZ,20200509
4900061394,20200506,05,0069400100,15556.19,PR_EDPEREZ,20200509
4900061394,20200506,05,0021010000,-2864.07,PR_EDPEREZ,20200509
4900061394,20200506,05,0069400100,2864.07,PR_EDPEREZ,20200509
4900061394,20200506,05,0021010000,-8458.29,PR_EDPEREZ,20200509
4900061394,20200506,05,0069400100,8458.29,PR_EDPEREZ,20200509
4900061394,20200506,05,0023000100,-107.37,PR_EDPEREZ,20200509
4900061394,20200506,05,0069400100,107.37,PR_EDPEREZ,20200509
4900061394,20200506,05,0023000100,-1444.08,PR_EDPEREZ,20200509
4900061394,20200506,05,0069400100,1444.08,PR_EDPEREZ,20200509
4900061394,20200506,05,0021010000,-1584.1,PR_EDPEREZ,20200509
4900061394,20200506,05,0069400100,1584.1,PR_EDPEREZ,20200509
4900061395,20200506,05,0021010000,-5718.78,PR_EDPEREZ,20200509
4900061395,20200506,05,0069400100,5718.78,PR_EDPEREZ,20200509
4900061395,20200506,05,0021010000,-17978.18,PR_EDPEREZ,20200509
4900061395,20200506,05,0069400100,17978.18,PR_EDPEREZ,20200509
4900061395,20200506,05,0021010000,-1102.14,PR_EDPEREZ,20200509
4900061395,20200506,05,0069400100,1102.14,PR_EDPEREZ,20200509
4900061395,20200506,05,0021010000,-1605.7,PR_EDPEREZ,20200509
4900061395,20200506,05,0069400100,1605.7,PR_EDPEREZ,20200509
4900061395,20200506,05,0021010000,-3000,PR_EDPEREZ,20200509
4900061395,20200506,05,0069400100,3000,PR_EDPEREZ,20200509
4900061395,20200506,05,0021010000,-802.5,PR_EDPEREZ,20200509
4900061395,20200506,05,0069400100,802.5,PR_EDPEREZ,20200509
4900061395,20200506,05,0021010000,-720.48,PR_EDPEREZ,20200509
4900061395,20200506,05,0069400100,720.48,PR_EDPEREZ,20200509
4900061395,20200506,05,0021010000,-3393.91,PR_EDPEREZ,20200509
4900061395,20200506,05,0069400100,3393.91,PR_EDPEREZ,20200509
4900061395,20200506,05,0021010000,-1368,PR_EDPEREZ,20200509
4900061395,20200506,05,0069400100,1368,PR_EDPEREZ,20200509
4900061396,20200509,05,0026010000,-65.79,PR_ALMACENPI,20200509
4900061396,20200509,05,0061600101,65.79,PR_ALMACENPI,20200509
4900061396,20200509,05,0026010000,-61.11,PR_ALMACENPI,20200509
4900061396,20200509,05,0061600101,61.11,PR_ALMACENPI,20200509
4900061397,20200509,05,0026010000,-197.36,PR_ALMACENPI,20200509
4900061397,20200509,05,0061600101,197.36,PR_ALMACENPI,20200509
4900061398,20200510,05,0026010000,-96.89,PR_ALMACENPI,20200510
4900061398,20200510,05,0061600101,96.89,PR_ALMACENPI,20200510
4900061398,20200510,05,0026010000,-90.79,PR_ALMACENPI,20200510
4900061398,20200510,05,0061600101,90.79,PR_ALMACENPI,20200510
4900061398,20200510,05,0026010000,-12.29,PR_ALMACENPI,20200510
4900061398,20200510,05,0061600101,12.29,PR_ALMACENPI,20200510
4900061399,20200510,05,0026010000,-65.99,PR_ALMACENPI,20200510
4900061399,20200510,05,0061600101,65.99,PR_ALMACENPI,20200510
4900061400,20200511,05,0026010000,-131.58,PR_ALMACENPI,20200511
4900061400,20200511,05,0061600101,131.58,PR_ALMACENPI,20200511
4900061400,20200511,05,0026010000,-125.37,PR_ALMACENPI,20200511
4900061400,20200511,05,0061600101,125.37,PR_ALMACENPI,20200511
4900061401,20200511,05,0026010000,-193.49,PR_ALMACENPI,20200511
4900061401,20200511,05,0061600101,193.49,PR_ALMACENPI,20200511
4900061402,20200512,05,0026010000,-355.98,PR_ALMACENPI,20200512
4900061402,20200512,05,0061600101,355.98,PR_ALMACENPI,20200512
4900061403,20200509,05,0021010000,1760,PR_EDPEREZ,20200512
4900061403,20200509,05,0071100100,-1760,PR_EDPEREZ,20200512
4900061403,20200509,05,0025010000,-331.27,PR_EDPEREZ,20200512
4900061403,20200509,05,0061500100,331.27,PR_EDPEREZ,20200512
4900061403,20200509,05,0023000100,-935.78,PR_EDPEREZ,20200512
4900061403,20200509,05,0061700010,935.78,PR_EDPEREZ,20200512
4900061404,20200509,05,0021010000,2514.2,PR_EDPEREZ,20200512
4900061404,20200509,05,0071100100,-2514.2,PR_EDPEREZ,20200512
4900061404,20200509,05,0025010000,-475.48,PR_EDPEREZ,20200512
4900061404,20200509,05,0061500100,475.48,PR_EDPEREZ,20200512
4900061404,20200509,05,0023000100,-1336.79,PR_EDPEREZ,20200512
4900061404,20200509,05,0061700010,1336.79,PR_EDPEREZ,20200512
4900061405,20200509,05,0021010000,1510,PR_EDPEREZ,20200512
4900061405,20200509,05,0071100100,-1510,PR_EDPEREZ,20200512
4900061405,20200509,05,0025010000,-137.67,PR_EDPEREZ,20200512
4900061405,20200509,05,0061500100,137.67,PR_EDPEREZ,20200512
4900061405,20200509,05,0025010000,-13.88,PR_EDPEREZ,20200512
4900061405,20200509,05,0061500100,13.88,PR_EDPEREZ,20200512
4900061405,20200509,05,0025010000,-133.65,PR_EDPEREZ,20200512
4900061405,20200509,05,0061500100,133.65,PR_EDPEREZ,20200512
4900061405,20200509,05,0023000100,-802.86,PR_EDPEREZ,20200512
4900061405,20200509,05,0061700010,802.86,PR_EDPEREZ,20200512
4900061406,20200509,05,0021010000,300.7,PR_EDPEREZ,20200512
4900061406,20200509,05,0071100100,-300.7,PR_EDPEREZ,20200512
4900061406,20200509,05,0025010000,-56.77,PR_EDPEREZ,20200512
4900061406,20200509,05,0061500100,56.77,PR_EDPEREZ,20200512
4900061406,20200509,05,0023000100,-159.88,PR_EDPEREZ,20200512
4900061406,20200509,05,0061700010,159.88,PR_EDPEREZ,20200512
4900061407,20200511,05,0021010000,3512.88,PR_EDPEREZ,20200512
4900061407,20200511,05,0071100100,-3512.88,PR_EDPEREZ,20200512
